EID,Xvalue,Yvalue,Zvalue,time
19088,-7.447164535522461,-7.056909561157228,-1.0582371950149536,2017-04-14 20:28:39.301
19089,-7.054515361785889,-7.092822551727295,-0.10654197633266448,2017-04-14 20:28:39.311
19090,-6.5253968238830575,-7.271190643310548,0.4106055796146393,2017-04-14 20:28:39.321
19091,-5.9771246910095215,-7.546523571014402,0.487220048904419,2017-04-14 20:28:39.331
19092,-5.272032260894775,-7.952341079711914,0.829590916633606,2017-04-14 20:28:39.342
19093,-5.231330871582031,-8.537723541259767,0.788889467716217,2017-04-14 20:28:39.352
19094,-5.9519853591918945,-8.902838706970215,0.4644751250743866,2017-04-14 20:28:39.361
19095,-6.878541469573975,-9.160215377807617,0.3734954595565796,2017-04-14 20:28:39.371
19096,-7.1275386810302725,-8.779537200927733,-0.2011129409074784,2017-04-14 20:28:39.381
19097,-7.252037048339844,-8.04930591583252,-0.9217676520347596,2017-04-14 20:28:39.392
19098,-8.094796180725098,-7.857769966125487,-0.849941611289978,2017-04-14 20:28:39.402
19099,-9.422380447387695,-8.35336971282959,-0.17238251864910126,2017-04-14 20:28:39.412
19100,-10.808623313903807,-9.082404136657717,0.4381389021873474,2017-04-14 20:28:39.425
19101,-11.511322021484375,-9.295488357543944,-0.16639702022075653,2017-04-14 20:28:39.432
19102,-11.420342445373535,-9.015366554260254,-1.173158884048462,2017-04-14 20:28:39.441
19103,-11.281478881835938,-8.9866361618042,-1.7561469078063965,2017-04-14 20:28:39.451
19104,-11.949460983276367,-9.295488357543944,-1.678335428237915,2017-04-14 20:28:39.461
19105,-13.037625312805176,-9.127894401550293,-1.845929503440857,2017-04-14 20:28:39.471
19106,-13.937845230102539,-8.620323181152344,-1.9955670833587649,2017-04-14 20:28:39.481
19107,-14.298172950744627,-8.470685958862305,-2.223016262054444,2017-04-14 20:28:39.491
19108,-12.713211059570312,-8.786720275878906,-2.564189910888672,2017-04-14 20:28:39.501
19109,-9.998186111450195,-9.1446533203125,-2.9221231937408447,2017-04-14 20:28:39.511
19110,-7.65186882019043,-9.672574996948242,-3.6762967109680176,2017-04-14 20:28:39.521
19111,-5.9280433654785165,-10.176554679870604,-4.9152960777282715,2017-04-14 20:28:39.531
19112,-5.284003257751465,-11.07797145843506,-6.604405403137207,2017-04-14 20:28:39.541
19113,-5.7089738845825195,-12.287043571472168,-7.603984832763673,2017-04-14 20:28:39.551
19114,-5.8418521881103525,-13.863624572753904,-5.913678169250487,2017-04-14 20:28:39.561
19115,-5.143942356109619,-15.195998191833494,-1.599326729774475,2017-04-14 20:28:39.571
19116,-4.580107688903809,-16.363170623779293,1.7884687185287476,2017-04-14 20:28:39.581
19117,-3.794809579849243,-16.72709083557129,2.603694438934326,2017-04-14 20:28:39.591
19118,-3.2752678394317627,-16.269798278808597,2.4001872539520264,2017-04-14 20:28:39.601
19119,-2.2146365642547607,-15.86038875579834,2.041056871414185,2017-04-14 20:28:39.611
19120,-2.1739351749420166,-15.73589038848877,2.0542249679565434,2017-04-14 20:28:39.625
19121,-2.9795839786529537,-14.194025039672852,3.2944214344024663,2017-04-14 20:28:39.631
19122,-3.6008794307708736,-11.215638160705566,4.414907932281494,2017-04-14 20:28:39.641
19123,-4.459200859069824,-8.892065048217773,4.159925460815431,2017-04-14 20:28:39.651
19124,-5.702988624572754,-7.3454108238220215,2.127248287200928,2017-04-14 20:28:39.661
19125,-8.036137580871582,-6.582857608795166,-2.8431146144866943,2017-04-14 20:28:39.672
19126,-9.922768592834473,-5.8418521881103525,-7.201758861541747,2017-04-14 20:28:39.682
19127,-6.558915615081787,-5.613205909729004,-1.5753847360610962,2017-04-14 20:28:39.691
19128,-3.3674447536468506,-6.115988254547119,2.3558945655822754,2017-04-14 20:28:39.701
19129,-1.5670050382614136,-6.0872578620910645,3.647566318511963,2017-04-14 20:28:39.711
19130,-0.44532153010368347,-5.772420406341553,3.3207578659057617,2017-04-14 20:28:39.721
19131,0.021547814831137657,-5.56173038482666,2.021903276443481,2017-04-14 20:28:39.732
19132,-0.05267243832349777,-5.018246650695801,1.294066071510315,2017-04-14 20:28:39.742
19133,-0.1999158412218094,-4.262876033782959,1.0019733905792236,2017-04-14 20:28:39.751
19134,-0.24420857429504395,-3.670311212539673,0.03950432687997818,2017-04-14 20:28:39.761
19135,0.07062894850969315,-3.3722331523895264,-0.5961562395095825,2017-04-14 20:28:39.772
19136,0.7098808288574219,-3.204638957977295,-0.6177040338516235,2017-04-14 20:28:39.782
19137,1.168370485305786,-3.3482911586761475,-0.5135562419891357,2017-04-14 20:28:39.793
19138,1.4891934394836426,-3.5482068061828613,-0.2561795711517334,2017-04-14 20:28:39.803
19139,1.829170107841492,-3.734954595565796,-0.16639702022075653,2017-04-14 20:28:39.813
19140,1.958456993103028,-3.9827544689178467,0.1759738177061081,2017-04-14 20:28:39.823
19141,2.030282974243164,-4.247313976287842,0.5973533391952515,2017-04-14 20:28:39.835
19142,1.5478514432907104,-4.4520182609558105,0.8367735147476196,2017-04-14 20:28:39.845
19143,0.8427590131759644,-4.855441093444824,1.260547161102295,2017-04-14 20:28:39.857
19144,0.8427590131759644,-4.855441093444824,1.260547161102295,2017-04-14 20:28:39.858
